Date,Type,Actual,Lasso + Linear_Prediction,All Linear Models_Prediction,Linear + Random Forest_Prediction,All Tree Models_Prediction,All Models_Prediction
2021-12-01,Test,3.82874223838665,3.868662466327361,3.8672271504529085,3.8290040256903515,3.868549221709857,3.8678881860813825
2022-01-01,Test,3.782816083683,3.8174505227738793,3.814509745221391,3.778325024685973,3.809873373360917,3.8121915592911537
2022-02-01,Test,3.74015497811154,3.74447411926666,3.7608600620652815,3.7124994099331836,3.780754817829376,3.7708074399473284
2022-03-01,Test,3.70986143519895,3.7169467733925265,3.7223377449296478,3.6898043816370283,3.7631547412060047,3.742746243067826
2022-04-01,Test,3.69282919656825,3.6979026819296714,3.6987591814017033,3.6790770165243623,3.7487769479075372,3.7237680646546205
2022-05-01,Test,3.67883610429692,3.6763641622421996,3.6865745670551937,3.6645956205102443,3.7477593580316655,3.717166962543429
2022-06-01,Test,3.67003306977609,3.6695190749840156,3.6847751698886726,3.66376365872409,3.7496717949267993,3.717223482407736
2022-07-01,Test,3.66031610879762,3.64587358730629,3.675470314353536,3.6453700629377934,3.7488955372922743,3.7121829258229053
2022-08-01,Test,3.65061337975014,3.6330072111927407,3.669667307741316,3.634505040125376,3.749296607844038,3.709481957792677
2022-09-01,Test,3.63954981295878,3.637221251749514,3.675778713221207,3.6441225978523883,3.749179066266748,3.7124788897439776
2022-10-01,Test,3.62635363836285,3.617600326023521,3.674300997037888,3.631334763140913,3.751454366353681,3.7128776816957845
2022-11-01,Test,3.61295709029925,3.6036620536233137,3.6615365127989787,3.622506963576275,3.751839588482072,3.706688050640525
2022-12-01,Test,3.59706526292534,3.5846391321956346,3.6366450080803943,3.606475071473552,3.7482092358481274,3.692427121964261
2023-01-01,Test,3.58027766176549,3.576030758517331,3.6332617907942946,3.6029467373899897,3.7475422934930394,3.690402042143667
2023-02-01,Test,3.56331882922248,3.5649667682201827,3.6080435655973666,3.6002431653839952,3.748708420307348,3.6783759929523576
2023-03-01,Test,3.54426705481463,3.5580425769333255,3.599844679398558,3.599131283843339,3.746641473296515,3.673243076347537
2023-04-01,Test,3.52565172491629,3.5409283372478235,3.5860529358857405,3.589780739687427,3.7468391623515154,3.666446049118628
2023-05-01,Test,3.5060764639524,3.525967476166225,3.5742353647866083,3.58280119129625,3.7486102282072,3.661422796496904
2023-06-01,Test,3.48730391356402,3.49971587594879,3.56068221714145,3.566472934198689,3.7487243159891714,3.6547032665653103
2023-07-01,Test,3.46962111949066,3.4849706236990547,3.535392082731484,3.5572504421554196,3.7483994060806403,3.6418957444060625
2023-08-01,Test,3.45303578532039,3.4653974489530692,3.5137921903715252,3.5447734542707616,3.7473393343063983,3.630565762338962
2023-09-01,Test,3.43921336031213,3.458625714630789,3.5072787567336796,3.545470009748974,3.750638791941878,3.6289587743377787
2023-10-01,Test,3.42629759698723,3.4454745569599323,3.4980246889026128,3.538741789921866,3.7499240694306173,3.623974379166615
2023-11-01,Test,3.41719527929989,3.4304012488215974,3.49031854573672,3.529669356313878,3.750923448395399,3.620620997066059
2023-12-01,Test,3.40918972421701,3.420362043258612,3.479794052433807,3.5230231327880297,3.750082467251238,3.614938259842523
2024-01-01,Test,3.40235405846416,3.414869130836225,3.4637312474383255,3.5199795752089162,3.749101774823066,3.606416511130696
2024-02-01,Test,3.39704451180914,3.4195118920007737,3.4796092265882805,3.5288802356021756,3.749905494210392,3.6147573603993366
2024-03-01,Test,3.39110843280551,3.4152417878997925,3.458292813394459,3.526936420874762,3.753768571314049,3.606030692354254
2024-04-01,Test,3.38798076002378,3.4115121424018637,3.45679027793843,3.5223527752833816,3.7464183492666088,3.6016043136025195
2024-05-01,Test,3.38570910287728,3.4088524317495357,3.447113581960315,3.521516628665374,3.747840325585827,3.597476953773071
2024-06-01,Test,3.38375353354154,3.397742213751488,3.4501341036437636,3.5116616024229073,3.7481619638422434,3.599148033743003
2024-07-01,Test,3.38220496111748,3.398339461333329,3.4453802870629366,3.5124508786986737,3.74871920701869,3.5970497470408134
2024-08-01,Test,3.38005821810107,3.3885991968231126,3.4417769646262344,3.50418961169777,3.7478783669715803,3.5948276657989076
2024-09-01,Test,3.37804610771317,3.3977887692485096,3.432565470724853,3.514087080768247,3.7485374983824316,3.5905514845536426
2024-10-01,Test,3.37595810490004,3.391954429080326,3.4424898059324662,3.509149144516881,3.7482704175593162,3.5953801117458912
2024-11-01,Test,3.37395435685226,3.3828405291850725,3.440498574406064,3.5006347798733444,3.747499619731767,3.5939990970689153
2024-12-01,Test,3.37220743630375,3.380484533288687,3.441324956876604,3.499169899553979,3.747421892684727,3.5943734247806653
