Date,Type,Actual,Lasso + Linear_Prediction,All Linear Models_Prediction,Linear + Random Forest_Prediction,All Tree Models_Prediction,All Models_Prediction
2021-01-01,Test,3.87321483677276,3.8799374242885776,3.847219367667179,3.8451586222110237,3.823766089260426,3.835492728463803
2021-02-01,Test,3.90502420511529,3.9199739644174425,3.8856927555780096,3.8805861079161414,3.854769342714905,3.8702310491464575
2021-03-01,Test,3.94419126234634,3.9516965694744695,3.9151928725599667,3.9172431439795075,3.905144833183001,3.9101688528714837
2021-04-01,Test,3.96807111940523,3.9740365723235773,3.9486065699103516,3.9346805284219935,3.9147648512661335,3.931685710588243
2021-05-01,Test,3.98084803690078,3.9863987936093173,3.966405562850218,3.9588040507588858,3.9481286555588375,3.9572671092045275
2021-06-01,Test,3.99274221329197,3.9893604189377845,3.9795098391049812,3.9646992577473714,3.9663873017721296,3.972948570438555
2021-07-01,Test,3.98430604219706,3.9960239351333873,3.9786366415297874,3.966338776938308,3.958299481654826,3.9684680615923065
2021-08-01,Test,3.98181039096972,3.9894346250186636,3.9739321844317783,3.964662622133516,3.95229670258963,3.9631144435107046
2021-09-01,Test,3.9588275038149,3.9857522566385155,3.966195784896533,3.959650643888362,3.94964622309023,3.957921003993381
2021-10-01,Test,3.92627299987253,3.9570936586156744,3.943572100715668,3.9358474140798774,3.937890550894758,3.940731325805213
2021-11-01,Test,3.8869282449396,3.917860797768598,3.904409468706284,3.8796836828993446,3.8970487642982996,3.900729116502292
